upgrade_at_once,Update Now,,,,,,,,,Jetzt Updaten,,,,Actualizar ahora,Actualizar ahora,,,,,Mettre à jour maintenant,,,,,,,,Perbarui Sekarang,,Aggiorna ora,,,,,,,,,,,,,,,,,,,,Nu bijwerken,,,,,,,Обновить,,,,,,,,,,,,,,,,立即更新,,立即更新,
laiwang,Laiwang,,,,,,,,,Laiwang,,,,Laiwang,Laiwang,,,,,Laiwang,,,,,,,,Laiwang,,Laiwang,,,,,,,,,,,,,,,,,,,,Laiwang,,,,,,,Laiwang,,,,,,,,,,,,,,,,來往,,來往,
home_camera_dialog_reset_content,"""At the same time long press power key + Wi-Fi to drop noise
The camera automatically restart after reconnecting again
Password recovery to the camera1234567890""",,,,,,,,,"""Halten Sie gleichzeitig den Power Button und den WLAN Button etwas länger gedrückt bis Sie ein Signalton erscheint. 
 Die Kamera startet automatisch neu nachdem erneut eine Verbindung aufgebaut wurde.
 Passwort Recovery der Kamera 1234567890""",,,,"”Pulse la tecla de encendido y la de Wi-Fi al mismo tiempo. La cámara hará un sonido y se reiniciará automáticamente. La contraseña WiFi por defecto es 1234567890""","”Pulse la tecla de encendido y la de Wi-Fi al mismo tiempo. La cámara hará un sonido y se reiniciará automáticamente. La contraseña WiFi por defecto es 1234567890""",,,,,"Presser longuement les boutons marche + WiFi jusqu'à entendre un bip.
La caméra redémarre automatiquement, connectez la de nouveau
Mot de passe par défaut de la caméra 1234567890",,,,,,,,"""Dalam waktu bersamaan tekan tombol On/Off + WiFi 
Kamera akan otomatis menyala setelah terhubung kembali
 Password Pemulihan 1234567890""",,"""Contemporaneamente premi a lungo il pulsante di accensione e quello del Wi-Fi
La camera si riavvierà automatiamente dopo la riconnessione
La password impostata dalla camera è 1234567890""",,,,,,,,,,,,,,,,,,,,"""Druk op het zelfde moment de AAN/UIT + wifi knop om het geluid te stoppen.
De camera zal automatisch herstarten en opnieuw verbinden.
Wachtwoord van de camera is 1234567890""",,,,,,,"""Долгое одновременное нажатие кнопки включения и Wi-Fi для уменьшения звука
Автоматическая перезагрузка после установки
Восстановление пароля для камеры 1234567890""",,,,,,,,,,,,,,,,"""同时长按电源键+Wi-Fi键至滴声响
相机自动重启后再重新连接
相机密码恢复到1234567890""",,"""同時長按電源鍵+WiFi開關/藍牙配對鍵直到聽到響聲。
相機將自動重啟後重新連接。
預設密碼為1234567890""",
list_item_download_file_textview_filename,Clip 1,,,,,,,,,Clip 1,,,,Clip 1,Clip 1,,,,,Clip 1,,,,,,,,Clip 1,,Clip 1,,,,,,,,,,,,,,,,,,,,Clip 1,,,,,,,Вкладка 1,,,,,,,,,,,,,,,,片段1,,片段1,
list_item_download_file_textview_downloadedspeed,0KB/s,,,,,,,,,0KB/S,,,,0KB/S,0KB/S,,,,,0KB/S,,,,,,,,0KB/S,,0KB/S,,,,,,,,,,,,,,,,,,,,0KB/s,,,,,,,0KB/S,,,,,,,,,,,,,,,,0KB/S,,0KB/S,
disconnect_from_camera,Are you sure to disconnect from camera?,,,,,,,,,"Sind Sie sicher, dass Sie die Kameraverbindung trennen möchten?",,,,¿Está seguro que desea desconectar de la cámara?,¿Está seguro que desea desconectar de la cámara?,,,,,Etes-vous sur de vouloir vous déconnecter de la caméra?,,,,,,,,Anda yakin untuk memutuskan koneksi dengan kamera ?,,Sei sicuro di disconnetterti dalla camera?,,,,,,,,,,,,,,,,,,,,Verbinding met camera verbreken?,,,,,,,Отключиться от камеры?,,,,,,,,,,,,,,,,是否确认断开相机连接？,,是否確定中斷相機連接？,
ib_quick_record_cancle,Cancel,,,,,,,,,Abbrechen,,,,Cancelar,Cancelar,,,,,Annuler,,,,,,,,Batalkan,,Cancella,,,,,,,,,,,,,,,,,,,,Annuleer,,,,,,,Удалить,,,,,,,,,,,,,,,,取消快拍,,取消快拍,
start_session_failed,Failed to connect.,,,,,,,,,Verbindung fehlgeschlagen.,,,,Fallo en la conexión,Fallo en la conexión,,,,,Connexion échouée,,,,,,,,Koneksi Gagal,,Connessione fallita.,,,,,,,,,,,,,,,,,,,,Verbinden mislukt,,,,,,,Не удалось подключить.,,,,,,,,,,,,,,,,连接失败,,連接失敗,
open_url,Join Now,,,,,,,,,Jetzt teilnehmen,,,,Únete ahora,Únete ahora,,,,,Rejoindre maintenant,,,,,,,,Bergabung Sekarang,,Iscriviti ora,,,,,,,,,,,,,,,,,,,,Nu lid worden,,,,,,,Присоединиться,,,,,,,,,,,,,,,,立即参加,,立即參加,
button_back_to_home,Back to Home,,,,,,,,,Zurück zur Übersicht,,,,Volver al inicio,Volver al inicio,,,,,Retour à l'accueil,,,,,,,,Kembali ke Beranda,,Torna alla pagina principale,,,,,,,,,,,,,,,,,,,,Terug naar Begin,,,,,,,На главную,,,,,,,,,,,,,,,,回到主页,,返回首頁,
camera_firmware_cancel,Firmware Cancel,,,,,,,,,Firmware abbrechen,,,,Cancelar actualización de Firmware,Cancelar actualización de Firmware,,,,,Annulation firmware,,,,,,,,Batalkan Firmware,,Cancella Firmware,,,,,,,,,,,,,,,,,,,,Firmware Annuleren,,,,,,,Отмена прошивки,,,,,,,,,,,,,,,,取消上传,,取消上傳,
camera_timelaps_real_time,take %s,,,,,,,,,eigentlichen Dreharbeiten %s,,,,Sacar %s,Sacar %s,,,,,prendre %s,,,,,,,,penembakan yang sebenarnya %s,,occupa %s,,,,,,,,,,,,,,,,,,,,neem %s,,,,,,,фактическая съемки %s,,,,,,,,,,,,,,,,实际拍摄%s,,實際拍照%s,
tv_burst_seven_per_two_sec,7p/2s,,,,,,,,,7p/2s,,,,7p/2s,7p/2s,,,,,7i/2s,,,,,,,,7p/2s,,7p/2s,,,,,,,,,,,,,,,,,,,,7p/2s,,,,,,,7 фото/с,,,,,,,,,,,,,,,,7p/2s,,7p/2s,
tvBatteryLevelValuePercentage,%,,,,,,,,,%,,,,%,%,,,,,%,,,,,,,,%,,%,,,,,,,,,,,,,,,,,,,,%,,,,,,,%,,,,,,,,,,,,,,,,%,,%,
firmware_download_failed,"Failed to download, please try again.",,,,,,,,,Download fehlgeschlagen.,,,,"Fallo al descargar, reintentar","Fallo al descargar, reintentar",,,,,"Téléchargement échoué, essayer de nouveau",,,,,,,,"Gagal Download,Silahkan download",,"Download fallito, riprovare più tardi",,,,,,,,,,,,,,,,,,,,"Downloaden mislukt, probeer opnieuw.",,,,,,,"Не удалось загрузить,Вы можете скачать.",,,,,,,,,,,,,,,,固件下载失败，请重新下载！,,韌體下載失敗，請重新下載！,
common_google_play_services_invalid_account_text,The specified account does not exist on this device. Please choose a different account.,"""Die gespesifiseerde rekening bestaan nie op hierdie toestel nie. Kies asseblief 'n ander rekening.""",የተገለጸው መለያ በዚህ መሣሪያ ላይ የለም። እባክው የተለየ መለያ ይምረጡ።,الحساب الذي تمّ تحديده غير موجود على الجهاز. يُرجى اختيار حساب آخر.,"Посоченият профил не съществува на това устройство. Моля, изберете друг.",নির্দিষ্ট করা অ্যাকাউন্টটি ডিভাইসে বিদ্যমান নেই৷ দয়া করে একটি ভিন্ন অ্যাকাউন্ট চয়ন করুন৷,El compte especificat no existeix en aquest dispositiu. Tria un compte diferent.,Zadaný účet v tomto zařízení neexistuje. Zvolte prosím jiný účet.,Den angivne konto findes ikke på denne enhed. Vælg en anden konto.,Das angegebene Konto ist auf diesem Gerät nicht vorhanden. Bitte wählen Sie ein anderes Konto aus.,Ο συγκεκριμένος λογαριασμός δεν υπάρχει σε αυτήν τη συσκευή. Επιλέξτε έναν διαφορετικό λογαριασμό.,The specified account does not exist on this device. Please choose a different account.,The specified account does not exist on this device. Please choose a different account.,La cuenta especificada no existe en este dispositivo. Selecciona otra cuenta,La cuenta especificada no existe en este dispositivo. Elige otra cuenta.,Määratud kontot pole selles seadmes olemas. Valige muu konto.,Zehaztutako kontua ez dago gailuan. Aukeratu beste kontu bat.,حسابی که تعیین کردید در این دستگاه وجود ندارد. لطفاً حساب دیگری را انتخاب کنید.,Kyseistä tiliä ei ole tällä laitteella. Valitse toinen tili.,"""Le compte indiqué n'existe pas sur cet appareil. Veuillez sélectionner un autre compte.""","""Le compte indiqué n'existe pas sur cet appareil. Veuillez sélectionner un autre compte.""",A conta especificada non existe neste dispositivo. Escolle unha diferente.,निर्दिष्ट खाता इस डिवाइस पर मौजूद नहीं है. कृपया कोई भिन्न खाता चुनें.,Navedeni račun ne postoji na ovom uređaju. Odaberite neki drugi račun.,"A megadott fiók nem létezik ezen az eszközön. Kérjük, válasszon másik fiókot.",Նշված հաշիվը գոյություն չունի այս սարքում: Ընտրեք այլ հաշիվ:,Akun yang ditentukan tidak ada di perangkat ini. Pilih akun lain.,,Tilgreindur reikningur er ekki til staðar í þessu tæki. Veldu annan reikning.,"""L'account specificato non esiste su questo dispositivo. Scegli un altro account.""",החשבון שצוין לא קיים במכשיר זה. בחר חשבון אחר.,指定したアカウントはこの端末上に存在しません。別のアカウントを選択してください。,"მითითებული ანგარიში ამ მოწყობილობაზე არ არსებობს. გთხოვთ, აირჩიოთ სხვა ანგარიში.",Бұл құрылғыда көрсетілген тіркелгі жоқ. Басқа тіркелгіні таңдаңыз.,គណនី​ដែល​បាន​បញ្ជាក់​មិន​មាន​នៅ​លើ​ឧបករណ៍​នេះ​ទេ។ សូម​ជ្រើស​គណនី​ផ្សេង​។,ಈ ಸಾಧನದಲ್ಲಿ ನಿರ್ದಿಷ್ಟಪಡಿಸಲಾದ ಖಾತೆಯು ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ. ದಯವಿಟ್ಟು ಬೇರೆಯ ಖಾತೆಯನ್ನು ಆಯ್ಕೆಮಾಡಿ.,지정한 계정이 이 기기에 존재하지 않습니다. 다른 계정을 선택하세요.,Көрсөтүлгөн каттоо эсеби бул түзмөктө жок. Башка каттоо эсебин тандаңыз.,ບັນຊີທີ່ເລືອກບໍ່ມີໃນອຸປະກອນນີ້. ກະລຸນາເລືອກບັນຊີອື່ນ.,Nurodytos paskyros šiame įrenginyje nėra. Pasirinkite kitą paskyrą.,"Norādītais konts šajā ierīcē nepastāv. Lūdzu, izvēlieties citu kontu.",Наведената сметка не постои на овој уред. Изберете друга сметка.,വ്യക്തമാക്കിയ അക്കൗണ്ട് ഈ ഉപകരണത്തിൽ നിലവിലില്ല. മറ്റൊരു അക്കൗണ്ട് തിരഞ്ഞെടുക്കുക.,Заасан акаунт энэ төхөөрөмж дээр байхгүй байна. Өөр акаунт сонгоно уу.,निर्दिष्ट केलेले खाते या डिव्हाइसवर अस्तित्वात नाही. कृपया एक भिन्न खाते निवडा.,Akaun yang dinyatakan tidak wujud pada peranti ini. Sila pilih akaun yang lain.,ဤကိရိယာမှာ ဖေါ်ပြပါ အကောင့်မရှိပါ။ ကျေးဇူးပြု၍ အခြား အကောင့်ကို ရွေးပါ။,Den angitte kontoen finnes ikke på enheten. Velg en annen konto.,निर्दिष्ट खाता यो उपकरणमा छैन। कृपया एउटा अलग खाता चयन गर्नुहोस्।,Het gespecificeerde account bestaat niet op dit apparaat. Kies een ander account.,Podanego konta nie ma na tym urządzeniu. Wybierz inne konto.,A conta especificada não existe no dispositivo. Escolha outra conta.,A conta especificada não existe no dispositivo. Escolha outra conta.,A conta especificada não existe neste dispositivo. Escolha uma conta diferente.,Contul menționat nu există pe acest dispozitiv. Alegeți alt cont.,Этого аккаунта нет на устройстве. Выберите другой.,,නියම කර දැක්වූ ගිණුම මෙම උපාංගය මත නොපවතී. කරුණාකර වෙනත් ගිණුමක් තෝරන්න.,Zadaný účet v tomto zariadení neexistuje. Vyberte iný účet.,V tej napravi ne obstaja navedeni račun. Izberite drugega.,Наведени налог не постоји на овом уређају. Одаберите други налог.,Det angivna kontot finns inte på den här enheten. Välj ett annat konto.,Akaunti iliyobainishwa haipo kwenye kifaa hiki. Tafadhali chagua akaunti tofauti.,இந்தச் சாதனத்தில் குறிப்பிடப்பட்ட கணக்கு இல்லை. வேறு கணக்கைத் தேர்வு செய்யவும்.,పేర్కొన్న ఖాతా ఈ పరికరంలో లేదు. దయచేసి వేరొక ఖాతాను ఎంచుకోండి.,บัญชีที่ระบุไม่มีอยู่บนอุปกรณ์นี้ โปรดเลือกบัญชีอื่น,Hindi umiiral ang tinukoy na account sa device na ito. Mangyaring pumili ng ibang account.,Belirtilen hesap bu cihazda mevcut değil. Lütfen farklı bir hesap seçin.,Указаний обліковий запис не існує на цьому пристрої. Виберіть інший обліковий запис.,متعین اکاؤنٹ اس آلہ پر موجود نہیں ہے۔ براہ کرم ایک مختلف اکاؤنٹ منتخب کریں۔,Ushbu qurilmada ko‘rsatilgan hisob mavjud emas. Boshqa hisobni tanlang.,Tài khoản đã chỉ định không tồn tại trên thiết bị này. Vui lòng chọn một tài khoản khác.,此设备上不存在指定的帐户，请选择其他帐户。,這個裝置上沒有您指定的帳戶，請選擇其他帳戶。,這個裝置上沒有您所指定的帳戶，請選擇其他帳戶。,I-Akhawunti ecacisiwe ayikho kule divayisi. Sicela ukhethe i-akhawunti ehlukile.
firmware_downloading_message,"Firmware is being downloaded, make sure to download?",,,,,,,,,"Firmware wurde heruntergeladen, soll der Download gespeichert werden?",,,,"El firmware se va a descargar, ¿está seguro de que quiere continuar?","El firmware se va a descargar, ¿está seguro de que quiere continuar?",,,,,"Le firmware est en cours de téléchargement, s'assurer du téléchargement?",,,,,,,,"Firmware sedang didownload, yakin untuk mendownload ?",,"Il firmware è in fase di scaricamento, sei sicuro di scaricarlo?",,,,,,,,,,,,,,,,,,,,"Firmware wordt gedownload, doorgaan?",,,,,,,"Прошивка загружается, продолжить?",,,,,,,,,,,,,,,,固件正在下载，确定重新下载吗？,,韌體正在下載，確定重新下載嗎？,
sd_hc,Low capacity,,,,,,,,,Niedrige Kapazität,,,,Baja capacidad,Baja capacidad,,,,,Faible capacité,,,,,,,,Kapasitas Rendah,,Poco spazio disponibile nella memoria.,,,,,,,,,,,,,,,,,,,,Lage capaciteit,,,,,,,Низкое качество,,,,,,,,,,,,,,,,低速卡,,低速卡,
low_level_sd_card,Does not support is less than 4GB SD card,,,,,,,,,Wird nicht unterstützt. SD Kartenspeicher liegt unter 4GB,,,,La tarjeta SD es menor de 4GB y no soporta archivos grandes,La tarjeta SD es menor de 4GB y no soporta archivos grandes,,,,,Ne supporte pas les carte SD inférieures à 4GB,,,,,,,,Tidak mendukung kartu memori dibawah 4 g SD,,Inserire una SD card da minimo 4GB,,,,,,,,,,,,,,,,,,,,Minstens een 4GB SD kaart nodig.,,,,,,,Не поддерживается карта менее 4g,,,,,,,,,,,,,,,,不支持小于4G的SD卡,,不支持小於4G的SD記憶卡,
current_file_already_downloaded,The file downloaded,,,,,,,,,Datei wurde heruntergeladen,,,,Archivo descargado,Archivo descargado,,,,,Le fichier téléchargé,,,,,,,,File berhasil didownload,,Il file scaricato,,,,,,,,,,,,,,,,,,,,Het bestand is al gedownload,,,,,,,Файл загружен,,,,,,,,,,,,,,,,该文件已下载,,該文件已下載,
sns_loading_video,Loading video...,,,,,,,,,Video wird geladen...,,,,Cargando el video...,Cargando el video...,,,,,Chargement vidéo...,,,,,,,,memuat video...,,Caricamento video...,,,,,,,,,,,,,,,,,,,,Video laden...,,,,,,,Загрузка видео...,,,,,,,,,,,,,,,,正在载入视频...,,正在載入影片...,
video_edit_share_description,Share,,,,,,,,,Teilen,,,,Compartir,Compartir,,,,,Partager,,,,,,,,Sebarkan,,Condividi,,,,,,,,,,,,,,,,,,,,Deel,,,,,,,Поделиться,,,,,,,,,,,,,,,,分享,,分享,
piv_issue,Unable to capture.,,,,,,,,,Erfassung nicht möglich.,,,,No es posible realizar la captura,No es posible realizar la captura,,,,,Impossible de capturer,,,,,,,,Tidak bisa mengambil foto.,,Impossibile catturare,,,,,,,,,,,,,,,,,,,,Opnemen mislukt.,,,,,,,Невозможно сфотографировать.,,,,,,,,,,,,,,,,不能抓拍,,不能抓拍,
please_disconnect_camera,Please disconnect from your camera.,,,,,,,,,Bitte trennen Sie die Verbindung zu Ihrer Kamera.,,,,Desconecte la cámara,Desconecte la cámara,,,,,Merci de déconnecter votre caméra,,,,,,,,Silahkan putuskan koneksi kamera.,,Disconnetti la camera.,,,,,,,,,,,,,,,,,,,,Verbreek de camera verbinding.,,,,,,,"Пожалуйста, отключите от камеры.",,,,,,,,,,,,,,,,请先断开与相机的连接！,,請先中斷與相機的連接！,
no_new_firmware_version,You are using the newest firmware.,,,,,,,,,Sie verwenden die neueste Firmware.,,,,Está usando el firmware más reciente,Está usando el firmware más reciente,,,,,Vous utilisez le dernier firmware,,,,,,,,Anda menggunakan firmware terbaru.,,Stai usando l'ultima versione firmware,,,,,,,,,,,,,,,,,,,,De nieuwste firmware wordt gebruikt.,,,,,,,Вы используете новую прошивку.,,,,,,,,,,,,,,,,没有新固件,,沒有新韌體,
share_content,Share from YiCam,,,,,,,,,来自小蚁运动相机的分享,,,,Compartir desde YiCam,Compartir desde YiCam,,,,,Partager du contenu,,,,,,,,来自小蚁运动相机的分享,,来自小蚁运动相机的分享,,,,,,,,,,,,,,,,,,,,Deel van YiCam,,,,,,,来自小蚁运动相机的分享,,,,,,,,,,,,,,,,来自小蚁运动相机的分享,,来自小蚁运动相机的分享,
qq_client_inavailable,Mobile QQ client not exists or the version is too low,,,,,,,,,Mobile QQ Kunde existiert nicht oder eine veraltete Version wird verwendet,,,,La cuenta QQ no existe ó la versión está desactualizada,La cuenta QQ no existe ó la versión está desactualizada,,,,,Le client QQ mobile n'existe pas ou la version est trop ancienne,,,,,,,,"Mobile QQ client tidak tersedia untuk versi ini, versi ini terlalu rendah",,Il client QQ non esiste o la versione non è aggiornata,,,,,,,,,,,,,,,,,,,,QQ is niet geinstalleerd of de versie is te oud,,,,,,,Такого аккаунта Mobile QQ client не существует или слишком низкая версия,,,,,,,,,,,,,,,,您的QQ未安装或版本过低，需要安装或升级才能使用,,QQ版本較舊或者沒有安裝，需要升級或安裝QQ才能使用！,
flickr,Flickr,,,,,,,,,Flickr,,,,Flickr,Flickr,,,,,Flickr,,,,,,,,Flickr,,Flickr,,,,,,,,,,,,,,,,,,,,Flickr,,,,,,,Flickr,,,,,,,,,,,,,,,,Flickr,,Flickr,
email,Email,,,,,,,,,Email,,,,Email,Email,,,,,Email,,,,,,,,Email,,Email,,,,,,,,,,,,,,,,,,,,E-mail,,,,,,,Email,,,,,,,,,,,,,,,,邮件,,郵件,
open_camera,Turn on your camera,,,,,,,,,Schalten Sie Ihre Kamera ein,,,,Enciende tu camara,Enciende tu camara,,,,,Allumer votre caméra,,,,,,,,Hidupkan Kamera,,Accendi la camera,,,,,,,,,,,,,,,,,,,,Zet camera aan,,,,,,,Включить камеру,,,,,,,,,,,,,,,,开启相机,,開啟相機,
timing_capture_complete,Complete!,,,,,,,,,Abgeschlossen!,,,,Completado!,Completado!,,,,,Terminé!,,,,,,,,Selesai!,,Completato!,,,,,,,,,,,,,,,,,,,,Klaar!,,,,,,,Завершено!,,,,,,,,,,,,,,,,定时拍照结束,,定時拍照結束,
renren,Renren,,,,,,,,,Renren,,,,Renren,Renren,,,,,Renren,,,,,,,,Renren,,Renren,,,,,,,,,,,,,,,,,,,,Renren,,,,,,,Renren,,,,,,,,,,,,,,,,人人网,,人人網,
instapaper_pwd,Password,,,,,,,,,Passwort,,,,Contraseña,Contraseña,,,,,Mot de passe,,,,,,,,Password,,Password,,,,,,,,,,,,,,,,,,,,Wachtwoord,,,,,,,Пароль,,,,,,,,,,,,,,,,密码,,Password,
iv_list_item_video_thumnail_contentdescription,Video thumbnail,,,,,,,,,Video thumbnail,,,,Miniaturas de video,Miniaturas de video,,,,,Miniature vidéo,,,,,,,,Video thumbnail,,Anteprima video,,,,,,,,,,,,,,,,,,,,Video voorbeeld,,,,,,,Иконка видео,,,,,,,,,,,,,,,,视频缩略图,,影片縮圖,
firmware_upgrade_failed_time_out,"""Connection Timeout,
 failed to upload firmware.""",,,,,,,,,"""Verbindungs- Timeout,
 aufrüsten der Firmware fehlgeschlagen.""",,,,"""Conexión expirada,
 fallo al actualizar firmware""","""Conexión expirada,
 fallo al actualizar firmware""",,,,,"""Connection Timeout,
Chargement du firmware échoué""",,,,,,,,"""Koneksi Timeout,
 gagal untuk upload firmware.""",,"""Timeout della connessione, aggiornamento firmware fallito""",,,,,,,,,,,,,,,,,,,,"""Verbindingstijd verstreken,
 firmware upload mislukt.""",,,,,,,"""Время ожидания соединения истекло,
 не удалось загрузить обновление.""",,,,,,,,,,,,,,,,上传超时，固件更新失败。,,"超時,韌體上傳失敗。",
unbind_bluetooth_unbinded,No match record!,,,,,,,,,Keine Übereinstimmung gefunden!,,,,Sin dispositivos emparejados!,Sin dispositivos emparejados!,,,,,Pas de mise en relation enregistrée!,,,,,,,,Tidak ada yang sesuai !,,Nessuna connessione trovata!,,,,,,,,,,,,,,,,,,,,Geen koppeling gevonden!,,,,,,,Не удалось найти совпадений!,,,,,,,,,,,,,,,,没有配对记录！,,沒有配對記錄！,
sns_home_more,More,,,,,,,,,Mehr,,,,Más,Más,,,,,Plus,,,,,,,,Lainnya,,Altro,,,,,,,,,,,,,,,,,,,,Meer,,,,,,,Ещё,,,,,,,,,,,,,,,,更多,,更多,
video_orgau_add,-,,,,,,,,,-,,,,-,-,,,,,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,,,,,-,,-,
unable_share_more_file,You cannot share multiple files,,,,,,,,,不能同时分享多个文件哦~,,,,No se pueden compartir varios archivos,No se pueden compartir varios archivos,,,,,Vous ne pouvez pas partager plusieures archives,,,,,,,,不能同时分享多个文件哦~,,不能同时分享多个文件哦,,,,,,,,,,,,,,,,,,,,Meerdere bestanden kunnen niet worden gedeeld,,,,,,,不能同时分享多个文件哦~,,,,,,,,,,,,,,,,不能同时分享多个文件哦~,,不能同时分享多个文件哦~,
tvCurrentVideo,1/1,,,,,,,,,1/1,,,,1/1,1/1,,,,,1/1,,,,,,,,1/1,,1/1,,,,,,,,,,,,,,,,,,,,1/1,,,,,,,1/1,,,,,,,,,,,,,,,,1/1,,1/1,
setting_start_download,Starting...,,,,,,,,,Starting...,,,,Iniciando…,Iniciando…,,,,,Démarrage...,,,,,,,,Mulai...,,Avvio...,,,,,,,,,,,,,,,,,,,,Begint...,,,,,,,Начало...,,,,,,,,,,,,,,,,开始下载,,開始下載,
tv_timing_off,off,,,,,,,,,Aus,,,,off,off,,,,,Arrêt,,,,,,,,off,,off,,,,,,,,,,,,,,,,,,,,uit,,,,,,,Выкл.,,,,,,,,,,,,,,,,off,,off,
wifi_connect_failed_solution,Please check if your phone has been connected with your camera. The Wi-Fi light will flash when they are connected. Or restart the camera.,,,,,,,,,"Bitte überprüfen Sie, ob Ihr Telefon mit der Kamera verbunden wurde. Das WLAN Signal Licht wird aufleuchten, sobald sie verbunden sind. Oder starten Sie die Kamera neu.",,,,"Verifique si el teléfono está conectado con la cámara. Cuando están conectados, la luz de Wi-Fi parpadea. Si no, pruebe a reiniciar la cámara","Verifique si el teléfono está conectado con la cámara. Cuando están conectados, la luz de Wi-Fi parpadea. Si no, pruebe a reiniciar la cámara",,,,,Merci de vérifier que le téléphone est bien connecté à la caméra. La LED Wi-Fi clignote quand ils sont connectés ou redemarrer la caméra,,,,,,,,Silahkan cek apabila handphone anda telah terhubung dengan kamera. Lampu kamera akan menyala saat koneksi berhasil. Atau restart kamera anda.,,Controlla se il tuo telefono è connesso alla camera. Il led Wi-Fi lampeggia quando è connessa o riavvia la camera.,,,,,,,,,,,,,,,,,,,,Controleer of de telefoon is verbonden met de camera. De wifi led knippert bij een actieve verbinding. Herstart eventueel de camera.,,,,,,,"Пожалуйста, проверьте, подключен ли ваш телефон к камере. При подключении Wi-Fi устройство будет мигать. Или перезапустите камеру.",,,,,,,,,,,,,,,,请检查手机是否已连接设备，蓝色指示灯是否闪烁或重启相机,,請檢查手機是否已連接裝置，藍色指示燈是否閃爍或重新啟動相機,
tvCommonSetting,General,,,,,,,,,Allgemein,,,,General,General,,,,,Général,,,,,,,,Umum,,Generali,,,,,,,,,,,,,,,,,,,,Algemeen,,,,,,,Общее,,,,,,,,,,,,,,,,常用设置,,常用設定,
setting_camera_clock,Camera clock,,,,,,,,,Kamera Zeitmesser,,,,Reloj de cámara,Reloj de cámara,,,,,Horloge caméra,,,,,,,,Jam di Kamera,,Orario camera,,,,,,,,,,,,,,,,,,,,Camera klok,,,,,,,Часы камеры,,,,,,,,,,,,,,,,相机时间,,相機時間,
